,name,type,url_pics
253,Malinche,Mexican,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/6c/44/a6/gastronomia-mexicana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/6c/44/ab/gastronomia-mexicana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/6c/44/a4/gastronomia-mexicana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/6c/44/81/gastronomia-mexicana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/6c/44/73/gastronomia-mexicana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/6c/44/70/gastronomia-mexicana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/6c/44/9b/gastronomia-mexicana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/6c/44/9d/gastronomia-mexicana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/6c/44/aa/gastronomia-mexicana.jpg']"
254,Il Rosso,Italian,['https://media-cdn.tripadvisor.com/media/photo-s/1c/86/ad/ed/il-rosso.jpg']
255,Casa Nostra da Saverio,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/15/dc/16/a7/lenguado-en-tempura-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/dc/17/8d/flores-de-calabacin-en.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/dc/16/dd/solomillo-de-cerdo-en.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/dc/18/74/vitello-tonnato.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/dc/18/84/pizza-de-york-rucula.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/dc/18/19/entrecotte-de-angus.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/dc/18/6e/crujiente-de-provolone.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/dc/18/19/entrecotte-de-angus.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/dc/18/6e/crujiente-de-provolone.jpg']"
256,Lios Restaurant,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/d4/b5/fc/img-20210407-151222-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/54/ca/c3/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/c8/11/50/entrantes-milhojas-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/54/ca/bf/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/14/50/67/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/e7/9a/9b/img-20170408-wa0008-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/aa/9c/4f/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/6e/c5/ff/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/6e/c5/ff/photo4jpg.jpg']"
257,O 'Sole mio,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/0d/88/ca/92/img-20161104-220221-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/31/da/2e/mascarpone-con-nutella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/31/d9/f5/ensalada-con-bufala.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/66/40/5b/img-20191226-150135-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/c5/86/ba/comida-muy-rica-en-un.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/5f/36/6d/20170818-145212-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/b6/6d/17/20170622-202726-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/31/da/1c/cuatro-estaciones.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/c5/86/bf/comida-muy-rica-en-un.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/88/ca/90/img-20161104-213623-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/88/ca/90/img-20161104-213623-largejpg.jpg']"
258,Casa Vidal,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/17/28/ce/6d/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/3e/4a/36/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/3e/4a/35/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/3d/f1/a7/20170810-214725-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/44/f4/ba/quericoloquepico.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/3e/4a/37/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/3e/4a/37/photo2jpg.jpg']"
259,Damura Ramen Bar,Japanese,"['https://media-cdn.tripadvisor.com/media/photo-f/18/82/b9/5d/bao-buns-oreja-de-cerdoww.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/b7/d0/34/sushi-vegano.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/b7/ce/a7/maki-setas-vengaos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/b7/ce/28/bao-buns-de-shitake-setas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/b7/ce/11/bao-buns-de-cangrejo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/82/b9/8e/ramen.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/66/17/96/ramen-vegano-de-miso.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/82/b9/7a/mochi-donut.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/b7/d6/ec/pincho-de-toufu-con-miso.jpg']"
260,Barecito,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-s/08/dd/2e/df/barecito.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/cc/ba/0d/bocadillo-de-calamares.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/cc/ba/3d/coqueta-de-pescados-ahumados.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/cc/ba/46/coqueta-de-ensaladilla.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/cc/ba/69/nuestra-corvina-se-quita.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/cc/ba/69/nuestra-corvina-se-quita.jpg']"
261,La Gnocca del Pirata,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/07/d5/6a/f8/la-gnocca-de-la-tia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/b6/63/85/la-gnocca-de-la-tia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/07/d5/6b/1e/la-gnocca-de-la-tia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/b6/f6/e5/la-gnocca-de-la-tia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/aa/a5/b1/20170310-222610-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/96/dd/72/la-gnocca-del-pirata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/16/77/14/a9/la-gnocca-del-pirata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/96/dd/72/la-gnocca-del-pirata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/16/77/14/a9/la-gnocca-del-pirata.jpg']"
262,Chang Fu restaurant,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/57/28/2e/puerta.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/25/dc/marisco-fresco.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/25/43/vista-desde-la-puerta.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/26/e2/mariscos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/26/6a/barra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/25/5d/mesas-para-dos-cuatro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/26/9d/barra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/26/d1/vista-hacia-el-exterior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/57/26/59/vista-desde-el-interior.jpg']"
263,Voltereta,American,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/85/4e/37/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/85/4e/31/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/94/51/80/voltereta-manhattan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/94/51/81/voltereta-manhattan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/a2/b0/a9/caption.jpg']"
264,El Tarantin Chiflado,American,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/d2/a1/la-chicken-pork-ise-unen.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/d0/c6/mini-nachos-la-version.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/b0/d0/cf/nachos-chiflados-ifliparas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/d2/c2/la-verde-sin-nombre-ilo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/b0/d2/aa/la-clasica-ilo-basico.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/d2/9e/la-toque-de-queda-iuna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/b0/d2/d0/la-baby-burger-ila-mas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b0/d2/9e/la-toque-de-queda-iuna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/b0/d2/d0/la-baby-burger-ila-mas.jpg']"
265,Bardebares,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/52/b7/7b/tapas-variadas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/52/b6/c8/salon.jpg']"
266,Restaurante El Bobo,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-s/11/fe/7a/1d/desde-las-alturas-nos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/fe/7a/19/llevamos-mas-de-50-anos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/fe/7a/0b/el-bobo-es-un-lugar-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/43/69/f1/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/67/f7/57/el-bobo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/7a/a9/cb/el-bobo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/81/e8/96/mariscada-para-2-personas.jpg']"
267,Augusto di Carmen,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/16/75/27/d0/spaghetti-cozze-e-vongole.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/5c/c6/a2/rigatoni-carbonara-todo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/45/fc/3d/jornadas-de-alcachofas.jpg']"
268,The Fitzgerald Burger Company,American,"['https://media-cdn.tripadvisor.com/media/photo-f/11/36/b8/41/burgers.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/db/f7/1e/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/45/dc/58/the-fitzgerald-burger.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/45/dc/65/the-fitzgerald-burger.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/45/dc/71/the-fitzgerald-burger.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/36/b7/da/el-restaurante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/db/f7/42/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/36/b7/da/el-restaurante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/db/f7/42/caption.jpg']"
269,Piur,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/1b/a2/50/93/rigatoni-a-la-carbonara.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b7/4a/86/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/b1/44/da/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b7/4a/85/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/43/f3/88/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/09/18/4e/img-20200919-144309-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/09/18/53/img-20200919-150959-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/09/18/50/img-20200919-144314-largejpg.jpg']"
270,Sushi & Tapas,Japanese,"['https://media-cdn.tripadvisor.com/media/photo-s/1d/0e/32/99/ramen.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/0e/33/46/sashimi-variado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/17/6f/81/karaage-de-lubina-trufado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/fa/e8/c0/muy-bueno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/fc/3b/36/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/fc/3b/35/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/61/52/74/photo0jpg.jpg']"
271,Arroceria Terra i Mar,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/16/a0/46/6a/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/d2/00/eb/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/c9/0a/61/lo-mejor-de-valencia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/c9/0a/5a/lo-mejor-de-valencia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/56/1c/b6/cocido-madrinano-the.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/93/5d/7d/paella-valenciana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/93/5d/7d/paella-valenciana.jpg']"
272,El Ocho Y Medio,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/10/90/d2/58/ocho-y-medio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/0e/73/7f/ochoymedio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/90/d2/48/ocho-y-medio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/90/d2/3a/ocho-y-medio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/01/79/bc/terraza-frente-a-santa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/02/42/68/ocho-y-medio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/02/42/68/ocho-y-medio.jpg']"
273,Osteria Del Poeta,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/19/cf/07/36/pastas-italianas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/3a/62/ce/getlstd-property-photo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/79/32/9a/sofa-para-grupos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/cf/07/e4/pastas-con-mariscos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/cf/07/64/panouzzi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/cf/06/54/terraza.jpg']"
274,Los Guacamoles Valencia,Mexican,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/4b/cc/dd/ensalada-los-guacamoles.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/4b/ce/bb/sopes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/4b/d3/9b/quesadilla.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/4b/cf/e2/sopa-de-tortilla.jpg']"
275,Haus,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/d3/d5/0a/ique-aproveche.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/d3/d4/99/esperamos-que-os-guste.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/d3/d4/66/vistas-desde-la-entrada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/d3/d4/53/nuestro-humilde-local.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/ac/5e/08/pizza-cuatro-estaciones.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/ac/5c/59/papas-bravas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/aa/3c/96/haus.jpg']"
276,Min Dou,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/12/8b/dc/65/img-20180403-wa0036-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/c6/53/63/la-cazuela-de-berenjena.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/18/89/e9/92/img-20190727-213637-2.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ec/d4/96/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/19/fd/cd/8b/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/59/fa/35/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/d6/f8/87/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/59/fa/35/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/d6/f8/87/photo4jpg.jpg']"
277,Goiko - Calle de la Paz 9,American,"['https://media-cdn.tripadvisor.com/media/photo-f/0e/a7/aa/ad/hamburguesa-yankee-y.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/10/e3/83/3a/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/50/0b/f2/20191216-214911-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/2e/83/39/dsc-6698-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/6c/7a/86/img-20180324-wa0015-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/84/a5/5b/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/46/46/e0/goiko-grill.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/c9/ff/08/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/2e/83/38/dsc-6699-largejpg.jpg']"
278,El Rall,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/06/8c/07/c3/el-rall.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/4a/23/98/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/4d/0b/2d/el-rall.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/51/fd/20/img-20171120-wa0000-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/b7/c5/74/el-rall.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/71/49/c5/paella-valenciana-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/9b/b0/d0/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/9b/b0/d0/photo0jpg.jpg']"
279,Bar Sueca,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/04/25/4f/d6/getlstd-property-photo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/f3/2d/35/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/0f/49/fe/e3/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/56/a5/2e/verduras-con-una-salsa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/ea/16/ba/20160415-192326-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/3e/48/ac/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/3e/48/ab/photo0jpg.jpg']"
280,De Claire Oyster Bar,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-s/11/cc/51/4d/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/aa/41/c6/img-20190301-215537-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/aa/41/c5/img-20190301-213728-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/aa/41/c8/img-20190301-223805-largejpg.jpg']"
281,Restaurante Japones Tokyo,Japanese,"['https://media-cdn.tripadvisor.com/media/photo-f/21/e6/22/49/lo-mas-nuevo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/21/e4/90/8c/restaurante-japones-tokyo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/22/01/d2/9b/restaurante-japones-tokyo.jpg']"
282,Restaurante Fuji,Japanese,"['https://media-cdn.tripadvisor.com/media/photo-f/10/9a/75/bc/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/09/bf/46/fe/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0a/ca/07/9f/photo3jpg.jpg']"
283,Ultramarinos Huerta,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/4a/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/49/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/48/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/47/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/46/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/45/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/44/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/45/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/44/c5/44/caption.jpg']"
284,Le Cinque Lune,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/11/e1/50/3a/entrantes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/ef/87/d6/le-cinque-lune.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e1/50/64/entrantes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e1/50/9c/pizza.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/ef/87/17/le-cinque-lune.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e1/50/c7/queso.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e1/50/7c/entrantes.jpg']"
285,La Flaca de Ruzafa,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/18/7b/88/1d/tardeo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/72/df/f4/la-flaca.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/03/c3/f4/otro-de-los-platos-favoritos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/72/e1/0d/fotos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/ce/0a/5d/huevo-poche-con-jamon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/ce/0a/4b/fresco-y-riquisimo-nuestro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/72/e0/7d/hoy-en-nuestro-menu-tosta.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/ce/0a/4b/fresco-y-riquisimo-nuestro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/72/e0/7d/hoy-en-nuestro-menu-tosta.jpg']"
286,Tasca Mama Rosa,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/6f/46/b4/lamb-chops-best-ever.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/69/28/c3/img-20190505-wa0005-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/af/e2/b2/tasca-mama-rosa-insegna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/bb/dc/01/img-20191015-211705-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/e9/9e/60/tasca-mama-rosa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/73/9e/3a/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/e9/9e/60/tasca-mama-rosa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/73/9e/3a/photo0jpg.jpg']"
287,Danubio Alameda,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/04/31/b4/1c/danubio-alameda.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/03/c3/62/e5/danubio-alameda.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/03/c3/63/00/danubio-alameda.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/31/b5/50/danubio-alameda.jpg']"
288,Cocoa Patacona,Spanish,['https://media-cdn.tripadvisor.com/media/photo-s/1d/77/2b/ba/tostada-de-salmon-queso.jpg']
289,Restaurante Frances Petit Gourmet,French,"['https://media-cdn.tripadvisor.com/media/photo-f/16/70/de/cc/salon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/70/e0/53/salon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/70/de/f3/salon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/70/db/52/salon.jpg']"
290,La Mandragora,Spanish,['https://media-cdn.tripadvisor.com/media/photo-f/18/bb/35/84/dsc07227-largejpg.jpg']
291,El Tridente de Neptuno,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/09/3c/34/0a/el-tridente-de-neptuno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/7a/34/53/genero.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/7a/34/58/postre.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/7a/34/59/paella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/3c/33/fa/el-tridente-de-neptuno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/3c/34/22/el-tridente-de-neptuno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/3c/33/52/el-tridente-de-neptuno.jpg']"
292,Don Pablo Fusion,Mexican,"['https://media-cdn.tripadvisor.com/media/photo-s/15/1b/3b/c1/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/7d/21/df/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/7d/21/e1/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/ea/26/0a/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/7d/21/dd/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/1b/3b/c0/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/ab/d0/9a/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/1b/3b/c0/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/ab/d0/9a/photo1jpg.jpg']"
